YEAR,MONTH,WTMP,ID
2014,9,29.06981919332406,41053
2014,10,29.511962365591398,41053
2014,11,28.745201668984702,41053
2014,12,27.835752688172043,41053
2015,1,27.063575268817203,41053
2015,2,26.86800595238095,41053
2015,3,26.50510752688172,41053
2015,4,26.97265625,41053
2015,5,27.333736559139783,41053
2015,6,27.936995827538247,41053
2015,7,28.089247311827958,41053
2015,8,28.70712365591398,41053
2015,9,29.402916666666666,41053
2015,10,29.648317631224764,41053
2015,11,29.03361111111111,41053
2015,12,28.05268817204301,41053
2016,1,27.274327956989247,41053
2016,2,26.961925287356323,41053
2016,3,26.655525606469002,41053
2016,4,27.028947368421054,41053
2016,5,27.635752688172044,41053
2016,6,28.023611111111112,41053
2016,7,28.32907133243607,41053
2016,8,28.859016393442623,41053
2016,9,29.4,41053
2016,10,29.628813559322033,41053
2016,11,28.982753824756607,41053
2016,12,28.080431848852903,41053
2017,1,26.891666666666666,41053
2017,2,26.698956780923993,41053
2017,3,26.384253028263796,41053
2017,4,26.80653594771242,41053
2017,5,27.38193668528864,41053
2017,6,27.828611111111112,41053
2017,7,28.64489247311828,41053
2017,8,29.335349462365592,41053
2017,9,28.697916666666668,41053
2017,10,28.61061827956989,41053
2017,11,28.448611111111113,41053
2017,12,27.828532974427993,41053
2018,1,27.15791610284168,41053
2018,2,26.019642857142856,41053
2018,3,26.264602960969043,41053
2018,4,26.44916820702403,41053
2018,5,26.486071428571428,41053
2018,6,27.57725988700565,41053
2018,7,28.000672043010752,41053
2018,8,28.77563930013459,41053
2018,9,29.042638888888888,41053
2018,10,28.983198924731184,41053
2018,11,28.575660639777468,41053
2018,12,27.88937931034483,41053
2019,1,26.9106412005457,41053
2019,2,26.354315476190475,41053
2019,3,26.516016150740242,41053
2019,4,26.81597222222222,41053
2019,5,27.20564516129032,41053
2019,6,27.826359832635983,41053
2019,7,28.714247311827958,41053
2019,8,28.952884615384615,41053
2019,9,29.713509749303622,41053
2019,10,29.84508748317631,41053
2019,11,29.256944444444443,41053
2019,12,28.454032258064515,41053
2020,1,27.46393001345895,41053
2020,2,26.976867816091954,41053
2020,3,26.651881720430108,41053
2020,4,27.204444444444444,41053
2020,5,28.00752688172043,41053
2020,6,28.595,41053
2020,7,29.034005376344087,41053
2020,8,29.241129032258065,41053
2020,9,29.78164116828929,41053
2020,10,29.483962264150943,41053
2020,11,28.6556338028169,41053
2020,12,27.92513440860215,41053
2021,1,27.02664872139973,41053
2021,2,26.569001490312967,41053
2021,3,26.26866485013624,41053
2021,4,26.70966386554622,41053
2021,5,27.043761638733706,41053
2021,6,27.833379888268155,41053
2021,7,28.141397849462365,41053
2021,8,28.5619623655914,41053
2021,9,29.51084840055633,41053
2021,10,29.587027027027027,41053
2021,11,29.00583333333333,41053
2021,12,27.915860215053762,41053
2022,1,27.17489932885906,41053
2022,2,26.860624071322437,41053
2022,3,26.51590296495957,41053
2022,4,26.540972222222223,41053
2022,5,27.05224111282844,41053
2022,6,28.156388888888888,41053
2022,7,28.293145161290322,41053
2022,8,29.037634408602152,41053
2022,9,29.0125,41053
2022,10,29.1380376344086,41053
2022,11,28.52236111111111,41053
2022,12,27.440725806451614,41053
2023,1,26.99301075268817,41053
2023,2,26.619940476190475,41053
2023,3,26.401749663526246,41053
2023,4,26.71492329149233,41053
2023,5,28.00551075268817,41053
2023,6,28.775766016713092,41053
2023,7,29.103629032258066,41053
2023,8,29.659433962264153,41053
2023,9,30.18,41053
2023,10,30.107795698924733,41053
2023,11,29.1907949790795,41053
2023,12,27.969179004037684,41053
2013,10,29.55524193548387,41056
2013,11,28.50478199718706,41056
2013,12,27.27741935483871,41056
2014,1,26.55752688172043,41056
2014,2,26.245386904761904,41056
2014,3,26.671698113207547,41056
2014,4,26.975813295615275,41056
2014,5,27.631978319783197,41056
2014,6,28.013749999999998,41056
2014,7,28.421698113207547,41056
2014,8,28.61843876177658,41056
2014,9,29.084422809457582,41056
2014,10,29.524462365591397,41056
2014,11,28.656388888888888,41056
2014,12,27.532123655913978,41056
2015,1,26.903897849462364,41056
2015,2,26.805208333333333,41056
2015,3,26.435887096774195,41056
2015,4,27.026121372031664,41056
2015,5,27.776075268817205,41056
2015,6,28.325555555555557,41056
2015,7,28.310483870967744,41056
2015,8,28.74986559139785,41056
2015,9,29.38597222222222,41056
2015,10,29.72956989247312,41056
2015,11,28.78236111111111,41056
2015,12,27.763978494623657,41056
2016,1,27.08508064516129,41056
2016,2,26.838074712643678,41056
2016,3,26.678331090174968,41056
2016,4,27.01937172774869,41056
2016,5,27.88763440860215,41056
2016,6,28.463305322128853,41056
2016,7,28.81280323450135,41056
2016,8,29.21545698924731,41056
2016,9,29.520138888888887,41056
2016,10,29.393539703903095,41056
2016,11,28.954583333333332,41056
2016,12,27.937601078167116,41056
2017,1,26.64549125168237,41056
2017,2,26.713690476190475,41056
2017,3,26.4747311827957,41056
2017,4,27.106796116504853,41056
2017,5,27.583557951482483,41056
2017,6,28.411404728789986,41056
2017,7,28.657347670250896,41056
2018,5,27.528,41056
2018,6,28.06222222222222,41056
2018,7,28.293145161290322,41056
2018,8,28.713189771197847,41056
2018,9,29.099166666666665,41056
2018,10,28.806048387096773,41056
2018,11,28.159388038942975,41056
2018,12,27.433655172413793,41056
2019,1,26.395361527967257,41056
2019,2,26.292708333333334,41056
2019,3,26.456393001345894,41056
2019,4,26.825833333333332,41056
2019,5,27.433870967741935,41056
2019,6,28.412116991643455,41056
2019,7,28.74245283018868,41056
2019,8,29.076234003656307,41056
2019,9,29.77236111111111,41056
2019,10,29.806586021505375,41056
2019,11,28.978472222222223,41056
2019,12,28.122849462365593,41056
2020,1,27.239973082099596,41056
2020,2,26.90905172413793,41056
2020,3,26.708602150537633,41056
2020,4,27.62875,41056
2020,5,28.243682795698923,41056
2020,6,29.03611111111111,41056
2020,7,29.313306451612902,41056
2020,8,29.322983870967743,41056
2020,9,29.76388888888889,41056
2020,10,29.375,41056
2020,11,28.28943661971831,41056
2020,12,27.59220430107527,41056
2021,1,26.708882907133244,41056
2021,2,26.40597014925373,41056
2021,3,26.44429347826087,41056
2021,4,26.86731843575419,41056
2021,5,27.669464285714287,41056
2021,6,28.017787114845937,41056
2021,7,28.4,41056
2021,8,28.853360215053762,41056
2021,9,29.6125,41056
2021,10,29.539001349527666,41056
2021,11,28.794305555555557,41056
2021,12,27.671236559139786,41056
2022,1,26.86478494623656,41056
2022,2,26.427678571428572,41056
2022,3,26.390970350404313,41056
2022,4,26.61611111111111,41056
2022,5,27.28684210526316,41056
2022,8,29.160887096774193,41056
2022,9,29.32138888888889,41056
