congress,bioname,state_abbrev,district_code,party,nominate_dim1,nominate_dim2
114,"REICHERT, David G.",WA,8,Republican,0.224,-0.146
114,"HERRERA BEUTLER, Jaime",WA,3,Republican,0.336,-0.129
114,"KILMER, Derek",WA,6,Democrat,-0.316,0.005
114,"HECK, Denny",WA,10,Democrat,-0.312,-0.128
114,"NEWHOUSE, Daniel Milton",WA,4,Republican,0.318,0.328
114,"SMITH, Adam",WA,9,Democrat,-0.291,-0.166
114,"DelBENE, Suzan K.",WA,1,Democrat,-0.293,-0.203
114,"McKINLEY, David",WV,1,Republican,0.3,0.178
114,"MOONEY, Alex X.",WV,2,Republican,0.568,-0.241
114,"JENKINS, Evan H.",WV,3,Republican,0.315,0.308
114,"SENSENBRENNER, Frank James, Jr.",WI,5,Republican,0.638,-0.579
114,"MOORE, Gwendolynne S. (Gwen)",WI,4,Democrat,-0.522,-0.271
114,"DUFFY, Sean",WI,7,Republican,0.511,-0.109
114,"RIBBLE, Reid",WI,8,Republican,0.603,-0.333
114,"POCAN, Mark",WI,2,Democrat,-0.524,-0.552
114,"GROTHMAN, Glenn",WI,6,Republican,0.598,-0.204
114,"KIND, Ron",WI,3,Democrat,-0.26,-0.08
114,"RYAN, Paul D.",WI,1,Republican,0.556,-0.25
114,"LUMMIS, Cynthia M.",WY,1,Republican,0.686,-0.33
115,"ROGERS, Mike Dennis",AL,3,Republican,0.379,0.377
115,"SEWELL, Terri",AL,7,Democrat,-0.4,0.392
115,"ROBY, Martha",AL,2,Republican,0.362,0.658
115,"BROOKS, Mo",AL,5,Republican,0.652,-0.417
115,"BYRNE, Bradley",AL,1,Republican,0.61,0.25
115,"PALMER, Gary James",AL,6,Republican,0.675,0.108
115,"ADERHOLT, Robert",AL,4,Republican,0.405,0.468
115,"YOUNG, Donald Edwin",AK,1,Republican,0.283,0.022
115,"GRIJALVA, Raúl M.",AZ,3,Democrat,-0.598,-0.264
115,"GOSAR, Paul",AZ,4,Republican,0.703,-0.517
115,"SCHWEIKERT, David",AZ,6,Republican,0.553,-0.218
115,"SINEMA, Kyrsten",AZ,9,Democrat,-0.105,0.076
115,"McSALLY, Martha",AZ,2,Republican,0.345,0.027
115,"GALLEGO, Ruben",AZ,7,Democrat,-0.359,0.142
115,"BIGGS, Andrew S.",AZ,5,Republican,0.818,-0.575
115,"O'HALLERAN, Thomas C.",AZ,1,Democrat,-0.198,0.18
115,"CRAWFORD, Rick",AR,1,Republican,0.46,0.31
115,"WOMACK, Steve",AR,3,Republican,0.348,0.636
115,"HILL, French",AR,2,Republican,0.437,0.272
115,"WESTERMAN, Bruce Eugene",AR,4,Republican,0.546,0.254
115,"PELOSI, Nancy",CA,12,Democrat,-0.489,-0.179
115,"ROHRABACHER, Dana",CA,48,Republican,0.626,-0.417
115,"SCHIFF, Adam",CA,28,Democrat,-0.353,-0.114
115,"ISSA, Darrell",CA,49,Republican,0.478,0.024
115,"DAVIS, Susan A.",CA,53,Democrat,-0.343,-0.103
115,"NUNES, Devin",CA,22,Republican,0.45,0.223
115,"SÁNCHEZ, Linda T.",CA,38,Democrat,-0.508,-0.131
115,"COSTA, Jim",CA,16,Democrat,-0.198,0.448
115,"MATSUI, Doris",CA,6,Democrat,-0.434,-0.142
115,"McNERNEY, Jerry",CA,9,Democrat,-0.263,-0.159
115,"MCCARTHY, Kevin",CA,23,Republican,0.453,0.233
115,"SPEIER, Karen Lorraine Jacqueline (Jackie)",CA,14,Democrat,-0.381,-0.41
115,"McCLINTOCK, Tom",CA,4,Republican,0.671,-0.365
115,"CHU, Judy",CA,27,Democrat,-0.482,-0.37
115,"GARAMENDI, John",CA,3,Democrat,-0.314,-0.098
115,"HUNTER, Duncan Duane",CA,50,Republican,0.539,0.085
115,"DENHAM, Jeff",CA,10,Republican,0.306,0.212
115,"BASS, Karen",CA,37,Democrat,-0.584,-0.098
115,"LaMALFA, Doug",CA,1,Republican,0.54,0.014
115,"HUFFMAN, Jared",CA,2,Democrat,-0.431,-0.506
115,"BERA, Ami",CA,7,Democrat,-0.247,0.009
115,"COOK, Paul",CA,8,Republican,0.372,0.208
115,"SWALWELL, Eric",CA,15,Democrat,-0.355,-0.049
115,"VALADAO, David G.",CA,21,Republican,0.258,0.438
115,"BROWNLEY, Julia",CA,26,Democrat,-0.303,0.049
115,"CÁRDENAS, Tony",CA,29,Democrat,-0.39,-0.046
115,"RUIZ, Raul",CA,36,Democrat,-0.259,0.046
115,"TAKANO, Mark",CA,41,Democrat,-0.458,-0.328
115,"LOWENTHAL, Alan",CA,47,Democrat,-0.449,-0.384
115,"VARGAS, Juan",CA,51,Democrat,-0.398,0.023
115,"PETERS, Scott",CA,52,Democrat,-0.193,-0.033
115,"DESAULNIER, Mark James",CA,11,Democrat,-0.514,-0.362
115,"KNIGHT, Steve",CA,25,Republican,0.397,0.188
115,"AGUILAR, Peter Rey",CA,31,Democrat,-0.323,0.14
115,"LIEU, Ted",CA,33,Democrat,-0.374,-0.205
115,"TORRES, Norma Judith",CA,35,Democrat,-0.369,0.069
115,"WALTERS, Mimi",CA,45,Republican,0.433,0.177
115,"BARRAGÁN, Nanette Diaz",CA,44,Democrat,-0.502,-0.123
115,"CARBAJAL, Salud",CA,24,Democrat,-0.325,0.102
115,"CORREA, Jose Luis",CA,46,Democrat,-0.286,0.154
115,"KHANNA, Rohit",CA,17,Democrat,-0.456,-0.293
115,"PANETTA, James Varni",CA,20,Democrat,-0.29,0.189
115,"WATERS, Maxine",CA,43,Democrat,-0.656,-0.095
115,"ESHOO, Anna Georges",CA,18,Democrat,-0.379,-0.372
115,"ROYBAL-ALLARD, Lucille",CA,40,Democrat,-0.469,-0.171
115,"ROYCE, Edward Randall",CA,39,Republican,0.657,-0.353
115,"CALVERT, Ken",CA,42,Republican,0.339,0.276
115,"LOFGREN, Zoe",CA,19,Democrat,-0.397,-0.402
115,"SHERMAN, Brad",CA,30,Democrat,-0.344,-0.137
115,"LEE, Barbara",CA,13,Democrat,-0.676,-0.582
115,"THOMPSON, Michael",CA,5,Democrat,-0.392,0.072
115,"NAPOLITANO, Grace Flores",CA,32,Democrat,-0.448,-0.247
115,"LAMBORN, Doug",CO,5,Republican,0.665,0.257
115,"PERLMUTTER, Ed",CO,7,Democrat,-0.282,0.072
115,"POLIS, Jared",CO,2,Democrat,-0.278,-0.692
115,"COFFMAN, Mike",CO,6,Republican,0.492,-0.213
115,"TIPTON, Scott",CO,3,Republican,0.451,-0.023
115,"BUCK, Kenneth Robert",CO,4,Republican,0.655,-0.432
115,"DeGETTE, Diana",CO,1,Democrat,-0.431,-0.307
115,"COURTNEY, Joe",CT,2,Democrat,-0.337,0.041
115,"HIMES, James A.",CT,4,Democrat,-0.241,-0.21
115,"ESTY, Elizabeth",CT,5,Democrat,-0.315,-0.078
115,"DeLAURO, Rosa L.",CT,3,Democrat,-0.414,-0.108
115,"LARSON, John B.",CT,1,Democrat,-0.396,-0.039
115,"BLUNT ROCHESTER, Lisa",DE,1,Democrat,-0.38,-0.137
115,"ROS-LEHTINEN, Ileana",FL,27,Republican,0.244,-0.225
115,"DIAZ-BALART, Mario",FL,25,Republican,0.281,0.158
115,"WASSERMAN SCHULTZ, Debbie",FL,23,Democrat,-0.415,0.102
115,"CASTOR, Kathy",FL,14,Democrat,-0.438,0.072
115,"BUCHANAN, Vernon G.",FL,16,Republican,0.361,-0.083
115,"BILIRAKIS, Gus",FL,12,Republican,0.423,-0.03
115,"POSEY, Bill",FL,8,Republican,0.533,-0.353
115,"ROONEY, Thomas J.",FL,17,Republican,0.458,0.013
115,"DEUTCH, Theodore E. (Ted)",FL,22,Democrat,-0.401,-0.078
115,"WEBSTER, Daniel A.",FL,11,Republican,0.524,-0.079
115,"ROSS, Dennis",FL,15,Republican,0.531,0.099
115,"WILSON, Frederica",FL,24,Democrat,-0.477,-0.006
115,"YOHO, Ted",FL,3,Republican,0.704,-0.365
115,"DeSANTIS, Ron",FL,6,Republican,0.663,-0.105
115,"FRANKEL, Lois",FL,21,Democrat,-0.396,-0.024
115,"CURBELO, Carlos",FL,26,Republican,0.211,-0.185
115,"CRIST, Charlie Joseph Jr.",FL,13,Democrat,-0.227,0.079
115,"DEMINGS, Valdez Butler",FL,10,Democrat,-0.322,-0.006
115,"DUNN, Neal Patrick",FL,2,Republican,0.507,0.336
115,"GAETZ, Matthew L. II",FL,1,Republican,0.593,-0.643
115,"LAWSON, Alfred Jr.",FL,5,Democrat,-0.26,0.076
115,"MAST, Brian Jeffery",FL,18,Republican,0.462,-0.346
115,"MURPHY, Stephanie",FL,7,Democrat,-0.161,0.123
115,"ROONEY, Francis",FL,19,Republican,0.501,-0.494
115,"RUTHERFORD, John Henry",FL,4,Republican,0.431,0.071
115,"SOTO, Darren Michael",FL,9,Democrat,-0.349,0.197
115,"HASTINGS, Alcee Lamar",FL,20,Democrat,-0.564,0.157
115,"LEWIS, John R.",GA,5,Democrat,-0.589,-0.221
115,"SCOTT, David",GA,13,Democrat,-0.304,0.168
115,"JOHNSON, Hank",GA,4,Democrat,-0.477,-0.053
115,"GRAVES, Tom",GA,14,Republican,0.716,-0.002
115,"WOODALL, Rob",GA,7,Republican,0.593,-0.173
115,"SCOTT, Austin",GA,8,Republican,0.537,0.363
115,"COLLINS, Doug",GA,9,Republican,0.61,0.134
115,"CARTER, Buddy",GA,1,Republican,0.557,0.346
115,"HICE, Jody Brownlow",GA,10,Republican,0.797,-0.242
115,"LOUDERMILK, Barry D.",GA,11,Republican,0.678,0.03
115,"ALLEN, Rick W.",GA,12,Republican,0.69,0.285
115,"FERGUSON, Anderson Drew IV",GA,3,Republican,0.585,0.251
115,"BISHOP, Sanford Dixon, Jr.",GA,2,Democrat,-0.287,0.446
115,"HANABUSA, Colleen",HI,1,Democrat,-0.37,0.004
115,"GABBARD, Tulsi",HI,2,Democrat,-0.274,-0.282
115,"LABRADOR, Raúl R.",ID,1,Republican,0.735,-0.571
115,"SIMPSON, Michael K.",ID,2,Republican,0.296,0.312
115,"LIPINSKI, Daniel",IL,3,Democrat,-0.227,0.176
115,"ROSKAM, Peter",IL,6,Republican,0.429,0.018
115,"FOSTER, Bill",IL,11,Democrat,-0.238,-0.225
115,"QUIGLEY, Mike",IL,5,Democrat,-0.326,-0.231
115,"KINZINGER, Adam",IL,16,Republican,0.234,0.382
115,"HULTGREN, Randy",IL,14,Republican,0.49,-0.034
115,"SCHNEIDER, Brad",IL,10,Democrat,-0.195,-0.121
115,"DAVIS, Rodney",IL,13,Republican,0.279,0.17
115,"BUSTOS, Cheri",IL,17,Democrat,-0.239,0.054
115,"KELLY, Robin L.",IL,2,Democrat,-0.472,-0.022
115,"BOST, Mike",IL,12,Republican,0.398,-0.035
115,"LaHOOD, Darin",IL,18,Republican,0.46,0.223
115,"KRISHNAMOORTHI, S. Raja",IL,8,Democrat,-0.345,-0.008
115,"RUSH, Bobby L.",IL,1,Democrat,-0.479,-0.203
115,"GUTIÉRREZ, Luis V.",IL,4,Democrat,-0.487,-0.26
115,"DAVIS, Danny K.",IL,7,Democrat,-0.487,-0.266
115,"SHIMKUS, John M.",IL,15,Republican,0.375,0.154
115,"SCHAKOWSKY, Janice D.",IL,9,Democrat,-0.602,-0.291
115,"VISCLOSKY, Peter",IN,1,Democrat,-0.402,0.244
115,"CARSON, André",IN,7,Democrat,-0.436,0.03
115,"ROKITA, Todd",IN,4,Republican,0.602,-0.16
115,"BUCSHON, Larry",IN,8,Republican,0.38,0.385
115,"WALORSKI, Jackie",IN,2,Republican,0.436,0.315
115,"BROOKS, Susan",IN,5,Republican,0.352,0.217
115,"MESSER, Luke",IN,6,Republican,0.563,-0.086
115,"BANKS, James E.",IN,3,Republican,0.647,0.011
115,"HOLLINGSWORTH, Joseph Albert III",IN,9,Republican,0.417,-0.243
115,"KING, Steve",IA,4,Republican,0.613,0.171
115,"LOEBSACK, Dave",IA,2,Democrat,-0.276,-0.027
115,"BLUM, Rod",IA,1,Republican,0.527,-0.488
115,"YOUNG, David",IA,3,Republican,0.442,-0.038
115,"JENKINS, Lynn",KS,2,Republican,0.523,0.004
115,"YODER, Kevin",KS,3,Republican,0.558,0.03
115,"MARSHALL, Roger Wayne",KS,1,Republican,0.606,0.142
115,"ROGERS, Harold Dallas (Hal)",KY,5,Republican,0.333,0.152
115,"YARMUTH, John",KY,3,Democrat,-0.378,-0.275
115,"GUTHRIE, Brett",KY,2,Republican,0.428,0.269
115,"BARR, Garland H. (Andy) IV",KY,6,Republican,0.486,0.299
115,"COMER, James",KY,1,Republican,0.592,-0.065
115,"MASSIE, Thomas",KY,4,Republican,0.678,-0.735
115,"SCALISE, Steve",LA,1,Republican,0.558,0.165
115,"RICHMOND, Cedric",LA,2,Democrat,-0.486,0.332
115,"ABRAHAM, Ralph",LA,5,Republican,0.541,0.257
115,"GRAVES, Garret",LA,6,Republican,0.425,0.049
115,"HIGGINS, Clay",LA,3,Republican,0.623,-0.315
115,"JOHNSON, Mike",LA,4,Republican,0.565,0.021
115,"PINGREE, Chellie",ME,1,Democrat,-0.423,-0.365
115,"POLIQUIN, Bruce Lee",ME,2,Republican,0.36,-0.182
115,"HOYER, Steny Hamilton",MD,5,Democrat,-0.381,0.122
115,"RUPPERSBERGER, C. A. (Dutch)",MD,2,Democrat,-0.299,0.12
115,"SARBANES, John",MD,3,Democrat,-0.466,-0.078
115,"HARRIS, Andy",MD,1,Republican,0.673,-0.373
115,"DELANEY, John",MD,6,Democrat,-0.276,0.041
115,"BROWN, Anthony Gregory",MD,4,Democrat,-0.344,-0.063
115,"RASKIN, Jamie Ben",MD,8,Democrat,-0.511,-0.228
115,"CUMMINGS, Elijah Eugene",MD,7,Democrat,-0.438,-0.148
115,"NEAL, Richard Edmund",MA,1,Democrat,-0.417,-0.106
115,"LYNCH, Stephen F.",MA,8,Democrat,-0.344,0.048
115,"TSONGAS, Nicola S. (Niki)",MA,3,Democrat,-0.396,-0.199
115,"KEATING, William R.",MA,9,Democrat,-0.329,-0.1
115,"KENNEDY, Joseph P. III",MA,4,Democrat,-0.421,-0.206
115,"CLARK, Katherine M.",MA,5,Democrat,-0.481,-0.268
115,"MOULTON, Seth",MA,6,Democrat,-0.286,-0.04
115,"McGOVERN, James P.",MA,2,Democrat,-0.538,-0.341
115,"CAPUANO, Michael Everett",MA,7,Democrat,-0.58,-0.082
115,"LEVIN, Sander Martin",MI,9,Democrat,-0.379,-0.091
115,"UPTON, Frederick Stephen",MI,6,Republican,0.32,-0.355
115,"WALBERG, Tim",MI,7,Republican,0.499,0.159
115,"HUIZENGA, Bill",MI,2,Republican,0.532,0.047
115,"AMASH, Justin",MI,3,Republican,0.654,-0.757
115,"KILDEE, Dan",MI,5,Democrat,-0.359,-0.183
115,"MOOLENAAR, John",MI,4,Republican,0.448,0.165
115,"BISHOP, Michael Dean",MI,8,Republican,0.451,0.095
115,"TROTT, David A.",MI,11,Republican,0.369,0.257
115,"DINGELL, Debbie",MI,12,Democrat,-0.402,-0.189
115,"LAWRENCE, Brenda L",MI,14,Democrat,-0.448,-0.039
115,"BERGMAN, John",MI,1,Republican,0.432,0.083
115,"MITCHELL, Paul",MI,10,Republican,0.422,0.311
115,"NOLAN, Richard Michael",MN,8,Democrat,-0.372,-0.372
115,"McCOLLUM, Betty",MN,4,Democrat,-0.419,-0.185
115,"WALZ, Tim",MN,1,Democrat,-0.275,0.131
115,"ELLISON, Keith",MN,5,Democrat,-0.537,-0.58
115,"PAULSEN, Erik",MN,3,Republican,0.402,-0.191
115,"EMMER, Thomas Earl II",MN,6,Republican,0.466,-0.069
115,"LEWIS, Jason Mark",MN,2,Republican,0.506,-0.197
115,"PETERSON, Collin Clark",MN,7,Democrat,-0.148,0.712
115,"HARPER, Gregg",MS,3,Republican,0.384,0.48
115,"PALAZZO, Steven",MS,4,Republican,0.535,0.45
115,"KELLY, Trent",MS,1,Republican,0.637,0.293
115,"THOMPSON, Bennie",MS,2,Democrat,-0.519,0.391
115,"GRAVES, Samuel",MO,6,Republican,0.448,0.164
115,"CLAY, William Lacy, Jr.",MO,1,Democrat,-0.481,-0.078
115,"CLEAVER, Emanuel, II",MO,5,Democrat,-0.453,-0.001
115,"LUETKEMEYER, Blaine",MO,3,Republican,0.45,0.247
115,"HARTZLER, Vicky",MO,4,Republican,0.478,0.229
115,"LONG, Billy",MO,7,Republican,0.544,0.244
115,"WAGNER, Ann",MO,2,Republican,0.39,0.298
115,"SMITH, Jason",MO,8,Republican,0.577,0.21
115,"FORTENBERRY, Jeff",NE,1,Republican,0.304,-0.061
115,"SMITH, Adrian",NE,3,Republican,0.511,0.251
115,"BACON, Donald J.",NE,2,Republican,0.285,0.189
115,"TITUS, Alice (Dina)",NV,1,Democrat,-0.297,-0.164
115,"AMODEI, Mark E.",NV,2,Republican,0.384,0.209
115,"KIHUEN, Ruben Jesus",NV,4,Democrat,-0.397,0.226
115,"ROSEN, Jacklyn Sheryl",NV,3,Democrat,-0.285,0.32
115,"SHEA-PORTER, Carol",NH,1,Democrat,-0.315,-0.131
115,"KUSTER, Ann McLane",NH,2,Democrat,-0.264,-0.086
115,"SMITH, Christopher Henry",NJ,4,Republican,0.181,-0.173
115,"PALLONE, Frank, Jr.",NJ,6,Democrat,-0.402,-0.162
115,"SIRES, Albio",NJ,8,Democrat,-0.404,0.098
115,"LANCE, Leonard",NJ,7,Republican,0.329,-0.237
115,"NORCROSS, Donald",NJ,1,Democrat,-0.419,0.337
115,"MacARTHUR, Thomas Charles",NJ,3,Republican,0.206,0.274
115,"WATSON COLEMAN, Bonnie",NJ,12,Democrat,-0.597,-0.222
115,"GOTTHEIMER, Josh S.",NJ,5,Democrat,-0.163,0.21
115,"LoBIONDO, Frank A.",NJ,2,Republican,0.211,-0.224
115,"FRELINGHUYSEN, Rodney P.",NJ,11,Republican,0.292,-0.262
115,"PASCRELL, William J., Jr.",NJ,9,Democrat,-0.369,-0.004
115,"PAYNE, Donald, Jr.",NJ,10,Democrat,-0.52,-0.096
115,"PEARCE, Stevan",NM,2,Republican,0.472,0.064
115,"LUJÁN, Ben Ray",NM,3,Democrat,-0.378,0.026
115,"LUJAN GRISHAM, Michelle",NM,1,Democrat,-0.313,0.047
115,"ENGEL, Eliot Lance",NY,16,Democrat,-0.408,-0.093
115,"LOWEY, Nita M.",NY,17,Democrat,-0.389,-0.152
115,"HIGGINS, Brian",NY,26,Democrat,-0.348,-0.032
115,"CLARKE, Yvette Diane",NY,9,Democrat,-0.607,-0.26
115,"TONKO, Paul",NY,20,Democrat,-0.416,-0.262
115,"REED, Thomas W. II",NY,23,Republican,0.269,0.12
115,"MENG, Grace",NY,6,Democrat,-0.37,-0.206
115,"JEFFRIES, Hakeem",NY,8,Democrat,-0.486,-0.066
115,"MALONEY, Sean Patrick",NY,18,Democrat,-0.239,0.114
115,"COLLINS, Chris",NY,27,Republican,0.357,0.236
115,"ZELDIN, Lee M",NY,1,Republican,0.397,-0.129
115,"RICE, Kathleen Maura",NY,4,Democrat,-0.28,0.039
115,"STEFANIK, Elise M",NY,21,Republican,0.305,-0.113
115,"KATKO, John",NY,24,Republican,0.185,0.013
115,"DONOVAN, Daniel M., Jr.",NY,11,Republican,0.227,0.095
115,"ESPAILLAT, Adriano J.",NY,13,Democrat,-0.53,-0.206
115,"FASO, John J.",NY,19,Republican,0.234,-0.008
115,"SUOZZI, Thomas",NY,3,Democrat,-0.215,0.145
115,"TENNEY, Claudia",NY,22,Republican,0.463,0.012
115,"SERRANO, José E.",NY,15,Democrat,-0.491,-0.377
115,"KING, Peter T.",NY,2,Republican,0.259,-0.03
115,"NADLER, Jerrold Lewis",NY,10,Democrat,-0.507,-0.479
115,"VELÁZQUEZ, Nydia M.",NY,7,Democrat,-0.547,-0.367
115,"MALONEY, Carolyn Bosher",NY,12,Democrat,-0.387,-0.285
115,"MEEKS, Gregory W.",NY,5,Democrat,-0.416,-0.063
115,"CROWLEY, Joseph",NY,14,Democrat,-0.412,-0.07
115,"PRICE, David Eugene",NC,4,Democrat,-0.343,-0.03
115,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,1,Democrat,-0.404,0.184
115,"FOXX, Virginia Ann",NC,5,Republican,0.623,0.175
115,"McHENRY, Patrick T.",NC,10,Republican,0.524,0.156
115,"HUDSON, Richard",NC,8,Republican,0.523,0.209
115,"PITTENGER, Robert",NC,9,Republican,0.561,0.333
115,"MEADOWS, Mark",NC,11,Republican,0.605,-0.201
115,"HOLDING, George E.B.",NC,2,Republican,0.604,0.165
115,"WALKER, Bradley Mark",NC,6,Republican,0.641,0.017
115,"ROUZER, David",NC,7,Republican,0.565,0.288
115,"ADAMS, Alma",NC,12,Democrat,-0.462,-0.007
115,"BUDD, Theodore Paul",NC,13,Republican,0.633,-0.076
115,"JONES, Walter Beaman, Jr.",NC,3,Republican,0.244,-0.362
115,"CRAMER, Kevin",ND,1,Republican,0.398,0.371
115,"KAPTUR, Marcia Carolyn (Marcy)",OH,9,Democrat,-0.343,0.132
115,"TURNER, Michael R.",OH,10,Republican,0.266,0.254
115,"RYAN, Timothy J.",OH,13,Democrat,-0.402,0.208
115,"JORDAN, Jim",OH,4,Republican,0.712,-0.182
115,"LATTA, Robert E.",OH,5,Republican,0.509,0.285
115,"FUDGE, Marcia L.",OH,11,Democrat,-0.581,0.14
115,"JOHNSON, Bill",OH,6,Republican,0.436,0.235
115,"STIVERS, Steve",OH,15,Republican,0.3,0.269
115,"RENACCI, Jim",OH,16,Republican,0.387,0.143
115,"GIBBS, Bob",OH,7,Republican,0.484,0.284
115,"WENSTRUP, Brad",OH,2,Republican,0.527,0.289
115,"BEATTY, Joyce",OH,3,Democrat,-0.436,0.015
115,"JOYCE, David",OH,14,Republican,0.252,0.315
115,"DAVIDSON, Warren",OH,8,Republican,0.654,-0.362
115,"CHABOT, Steve",OH,1,Republican,0.542,-0.137
115,"COLE, Tom",OK,4,Republican,0.323,0.412
115,"MULLIN, Markwayne",OK,2,Republican,0.533,0.252
115,"RUSSELL, Steve",OK,5,Republican,0.473,-0.183
115,"LUCAS, Frank D.",OK,3,Republican,0.361,0.452
115,"DeFAZIO, Peter Anthony",OR,4,Democrat,-0.427,-0.002
115,"SCHRADER, Kurt",OR,5,Democrat,-0.182,0.054
115,"BONAMICI, Suzanne",OR,1,Democrat,-0.399,-0.417
115,"BLUMENAUER, Earl",OR,3,Democrat,-0.426,-0.626
115,"WALDEN, Greg",OR,2,Republican,0.333,-0.011
115,"SHUSTER, William (Bill)",PA,9,Republican,0.374,0.323
115,"THOMPSON, Glenn",PA,5,Republican,0.335,0.335
115,"KELLY, Mike",PA,3,Republican,0.377,0.396
115,"MARINO, Thomas A.",PA,10,Republican,0.352,0.477
115,"BARLETTA, Lou",PA,11,Republican,0.278,0.393
115,"PERRY, Scott",PA,4,Republican,0.684,-0.485
115,"ROTHFUS, Keith",PA,12,Republican,0.498,0.044
115,"CARTWRIGHT, Matt",PA,17,Democrat,-0.344,0.042
115,"COSTELLO, Ryan",PA,6,Republican,0.217,-0.055
115,"BOYLE, Brendan Francis",PA,13,Democrat,-0.382,0.153
115,"EVANS, Dwight",PA,2,Democrat,-0.469,-0.154
115,"FITZPATRICK, Brian K.",PA,8,Republican,0.14,-0.104
115,"SMUCKER, Lloyd K.",PA,16,Republican,0.453,0.136
115,"DOYLE, Michael F.",PA,14,Democrat,-0.331,0.099
115,"BRADY, Robert A.",PA,1,Democrat,-0.484,0.225
115,"LANGEVIN, James",RI,2,Democrat,-0.375,0.114
115,"CICILLINE, David N.",RI,1,Democrat,-0.389,-0.262
115,"WILSON, Addison Graves (Joe)",SC,2,Republican,0.53,0.16
115,"DUNCAN, Jeff",SC,3,Republican,0.695,-0.095
115,"GOWDY, Trey",SC,4,Republican,0.655,-0.002
115,"RICE, Tom",SC,7,Republican,0.558,-0.217
115,"SANFORD, Mark",SC,1,Republican,0.686,-0.728
115,"CLYBURN, James Enos",SC,6,Democrat,-0.467,0.245
115,"NOEM, Kristi",SD,1,Republican,0.398,0.326
115,"COOPER, James Hayes Shofner",TN,5,Democrat,-0.164,-0.033
115,"DUNCAN, John J., Jr.",TN,2,Republican,0.604,-0.476
115,"BLACKBURN, Marsha",TN,7,Republican,0.632,0.14
115,"COHEN, Stephen",TN,9,Democrat,-0.39,-0.294
115,"ROE, David P. (Phil)",TN,1,Republican,0.486,0.024
115,"FLEISCHMANN, Chuck",TN,3,Republican,0.432,0.393
115,"DESJARLAIS, Scott",TN,4,Republican,0.578,-0.047
115,"BLACK, Diane",TN,6,Republican,0.58,0.219
115,"KUSTOFF, David",TN,8,Republican,0.542,0.345
115,"BARTON, Joe Linus",TX,6,Republican,0.528,0.047
115,"SMITH, Lamar Seeligson",TX,21,Republican,0.425,0.061
115,"CULBERSON, John",TX,7,Republican,0.503,0.366
115,"HENSARLING, Jeb",TX,5,Republican,0.703,0.04
115,"BURGESS, Michael C.",TX,26,Republican,0.565,-0.164
115,"CARTER, John R.",TX,31,Republican,0.486,0.553
115,"GOHMERT, Louie",TX,1,Republican,0.644,-0.406
115,"POE, Ted",TX,2,Republican,0.594,-0.029
115,"GREEN, Al",TX,9,Democrat,-0.447,0.262
115,"McCAUL, Michael T.",TX,10,Republican,0.411,0.172
115,"CONAWAY, K. Michael",TX,11,Republican,0.593,0.367
115,"MARCHANT, Kenny",TX,24,Republican,0.6,0.154
115,"CUELLAR, Henry",TX,28,Democrat,-0.225,0.633
115,"OLSON, Pete",TX,22,Republican,0.548,0.308
115,"FLORES, Bill",TX,17,Republican,0.572,0.293
115,"WEBER, Randy",TX,14,Republican,0.72,0.025
115,"O'ROURKE, Beto",TX,16,Democrat,-0.304,-0.331
115,"CASTRO, Joaquin",TX,20,Democrat,-0.4,-0.125
115,"WILLIAMS, Roger",TX,25,Republican,0.594,0.057
115,"VEASEY, Marc",TX,33,Democrat,-0.407,0.356
115,"VELA, Filemon",TX,34,Democrat,-0.311,0.407
115,"RATCLIFFE, John",TX,4,Republican,0.693,0.113
115,"HURD, William Ballard",TX,23,Republican,0.287,0.228
115,"BABIN, Brian",TX,36,Republican,0.709,0.117
115,"ARRINGTON, Jodey Cook",TX,19,Republican,0.642,-0.002
115,"GONZALEZ, Vicente Jr.",TX,15,Democrat,-0.384,0.843
115,"JOHNSON, Sam",TX,3,Republican,0.61,0.277
115,"DOGGETT, Lloyd Alton, II",TX,35,Democrat,-0.403,-0.331
115,"THORNBERRY, William McClellan (Mac)",TX,13,Republican,0.525,0.313
115,"JACKSON LEE, Sheila",TX,18,Democrat,-0.459,0.121
115,"SESSIONS, Pete",TX,32,Republican,0.584,0.173
115,"BRADY, Kevin Patrick",TX,8,Republican,0.52,0.239
115,"GRANGER, Kay",TX,12,Republican,0.403,0.243
115,"GREEN, Raymond Eugene (Gene)",TX,29,Democrat,-0.324,0.453
115,"JOHNSON, Eddie Bernice",TX,30,Democrat,-0.485,0.198
115,"BISHOP, Robert (Rob)",UT,1,Republican,0.537,0.105
115,"STEWART, Chris",UT,2,Republican,0.499,0.167
115,"LOVE, Ludmya Bourdeau (Mia)",UT,4,Republican,0.542,-0.056
115,"WELCH, Peter",VT,1,Democrat,-0.407,-0.383
115,"WITTMAN, Robert J.",VA,1,Republican,0.448,0.022
115,"CONNOLLY, Gerald E. (Gerry)",VA,11,Democrat,-0.309,-0.047
115,"GRIFFITH, H. Morgan",VA,9,Republican,0.512,-0.342
115,"BRAT, David A.",VA,7,Republican,0.829,-0.325
115,"BEYER, Donald Sternoff Jr.",VA,8,Democrat,-0.394,-0.102
115,"COMSTOCK, Barbara J.",VA,10,Republican,0.276,0.389
115,"GARRETT, Thomas Alexander Jr.",VA,5,Republican,0.931,-0.365
115,"MCEACHIN, Aston Donald",VA,4,Democrat,-0.381,-0.017
